Source,Target,Weight,Type
ostrovsky-svoi-ljudi_fem,ostrovsky-svoi-ljudi_male,3,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-vospitannica_fem,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-puchina_male,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-semejnaya-kartina_male,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-svoi-ljudi_fem,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-tyazhelye-dni_fem,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-utro-molodogo-cheloveka_male,1,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-poslednyaya-zhertva_fem,1,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-puchina_male,2,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,3,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-bespridannitsa_fem,3,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-nevolnicy_fem,1,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-bez-viny-vinovatye_fem,2,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-poslednyaya-zhertva_fem,6,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-prazdnichnyj-son-do-obeda_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-les_male,6,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-ne-soshlis-harakterami_fem,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-poslednyaya-zhertva_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-pozdnyaya-lyubov_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-prazdnichnyj-son-do-obeda_male,3,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-snegurochka_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-tyazhelye-dni_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-v-chuzhom-piru-pohmelje_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-v-chuzhom-piru-pohmelje_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-volki-i-ovtsy_male,2,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-les_male,1,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-puchina_male,3,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-svoi-ljudi_male,2,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-les_male,3,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-shutniki_male,2,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,3,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-groza_male,3,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-puchina_male,2,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-svoi-ljudi_male,1,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-bednost-ne-porok_male,1,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-puchina_male,3,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-trudovoj-hleb_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-les_fem,3,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-neozhidannyj-sluchaj_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-pozdnyaya-lyubov_fem,4,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-pozdnyaya-lyubov_male,6,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-volki-i-ovtsy_male,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-bespridannitsa_male,5,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-bez-viny-vinovatye_fem,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-les_male,4,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-nevolnicy_fem,4,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-nevolnicy_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-poslednyaya-zhertva_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-prazdnichnyj-son-do-obeda_male,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-volki-i-ovtsy_fem,1,undirected
ostrovsky-vospitannica_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-vospitannica_fem,ostrovsky-groza_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-groza_male,4,undirected
ostrovsky-vospitannica_fem,ostrovsky-shutniki_male,1,undirected
ostrovsky-vospitannica_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-svoi-ljudi_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-vospitannica_male,1,undirected
ostrovsky-vospitannica_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-vospitannica_male,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-vospitannica_male,ostrovsky-vospitannica_fem,1,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-goryachee-serdce_male,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-puchina_male,2,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-shutniki_male,1,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-dohodnoe-mesto_male,2,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-puchina_male,1,undirected
